"","group","y"
"74","Gr2",3.25968428530486
"75","Gr2",3.80567844815783
"76","Gr2",5.8534262950716
"77","Gr2",5.53441662126888
"78","Gr2",4.15893264416945
"79","Gr2",4.89043246686534
"80","Gr2",6.08277191615696
"81","Gr2",4.63369729440827
"82","Gr2",5.64908096073139
"83","Gr2",5.25607142354557
"84","Gr2",4.02487053436736
"85","Gr2",4.70669806052979
"86","Gr2",6.31823456238511
"87","Gr2",5.66127449416755
"88","Gr2",4.40069078097947
"89","Gr2",5.02899254124613
"90","Gr2",4.91270378826954
"91","Gr2",3.44048333110606
"92","Gr2",5.38111368447547
"93","Gr2",6.47553959185026
"94","Gr2",3.92550383530935
"95","Gr2",3.58774373630536
"96","Gr2",4.33983204394586
"97","Gr2",5.26456532716091
"98","Gr2",5.19801694073631
"99","Gr2",4.88282921708902
"100","Gr2",5.84975151346173
"101","Gr2",4.73025853629759
"102","Gr2",5.07456762362898
"103","Gr2",4.091093318081
"104","Gr2",4.9213165075119
"105","Gr2",7.33723244213767
"106","Gr2",7.31241201596684
"107","Gr2",4.26213389514728
"108","Gr2",3.40327901086838
"109","Gr2",4.0280047473561
"110","Gr2",3.46644209303371
"111","Gr2",5.40544030059552
"112","Gr2",3.58434627505606
"113","Gr2",4.34328346949236
"114","Gr2",3.13803423482565
"115","Gr2",5.9068862704496
"116","Gr2",4.23874157317999
"117","Gr3",6.93114431832398
"118","Gr3",6.43100019182102
"119","Gr3",4.57739260502392
"120","Gr3",5.32011792705209
"121","Gr3",4.72327522820321
"122","Gr3",4.46780266651859
"123","Gr3",6.54383635468297
"124","Gr3",7.08061607017394
"125","Gr3",5.69412718770343
"126","Gr3",4.62285495063882
"127","Gr3",4.85159423108733
"128","Gr3",6.42993110579291
"129","Gr3",4.52021566843023
"130","Gr3",7.24968766167416
"131","Gr3",6.42318091125483
"132","Gr3",4.301217541549
"133","Gr3",4.68925986797239
"134","Gr3",5.86687041901886
"135","Gr3",5.97015366789403
"136","Gr3",5.70233962166706
"137","Gr3",6.40245867077414
"138","Gr3",6.56354138089739
"139","Gr3",4.01788709084201
"140","Gr3",5.93235372761768
"141","Gr3",6.79103152100893
"142","Gr3",7.86365464967108
"143","Gr3",7.55241627340903
"144","Gr3",6.56952286021546
"145","Gr3",6.10531262763574
"146","Gr3",6.96558688539604
"147","Gr3",4.49382175435168
"148","Gr3",8.25251854333312
"149","Gr3",5.8984591490981
"150","Gr3",6.35518800105836
"151","Gr3",7.98285790823661
"152","Gr3",6.30302300411449
"153","Gr3",5.83755308960727
"154","Gr3",6.46847062959734
"155","Gr3",6.11836513133397
"156","Gr3",6.65861266425843
"157","Gr3",5.35956584147741
"158","Gr3",5.34470415941058
"159","Gr3",4.34218038583963
"160","Gr3",5.87029744855766
"161","Gr3",4.28920731242904
"162","Gr3",5.32338972530619
"163","Gr3",6.44134549131941
"164","Gr3",6.63149402812879
"165","Gr3",5.31704264145427
"166","Gr3",5.57310017122259
"167","Gr3",3.86343880134492
"168","Gr3",5.2987208249002
"169","Gr3",5.80720698911255
"170","Gr3",5.52364382836713
"171","Gr3",5.40934850657624
"172","Gr3",7.50634558881327
"173","Gr3",5.67552506347016
"174","Gr4",4.66869448905779
"175","Gr4",5.08066994419082
"176","Gr4",4.40824179334657
"177","Gr4",4.66741470202612
"178","Gr4",3.39457215312363
"179","Gr4",4.68110664365108
"180","Gr4",4.9239934723208
"181","Gr4",4.81755690595118
"182","Gr4",5.27929021027479
"183","Gr4",2.40910669492962
"184","Gr4",3.77476893870063
"185","Gr4",3.62369466586178
"186","Gr4",4.75152215992598
"187","Gr4",3.32005398199504
"188","Gr4",4.05551106067528
"189","Gr4",4.42807128685122
"190","Gr4",2.42626050036358
"191","Gr4",4.97773683230981
"192","Gr4",5.7686724790475
"193","Gr4",4.2027645180533
"194","Gr4",4.55791686973876
"195","Gr4",6.34756360758164
"196","Gr4",4.73956831494655
"197","Gr4",5.3599431186576
"198","Gr4",4.53830830447271
"199","Gr4",4.34698389735714
"200","Gr4",4.15983342252573
"201","Gr4",4.8041712385694
"202","Gr4",4.00754381009964
"203","Gr4",4.14683592256828
"204","Gr4",4.86699990831962
"205","Gr4",4.01235358953472
"206","Gr4",6.03512808330099
"207","Gr4",5.0512082376052
"208","Gr4",2.99612224057825
"209","Gr4",4.1894931160258
"210","Gr4",3.98278897521063
"211","Gr4",4.97822825435877
"212","Gr4",4.55180787382661
"213","Gr4",5.31708377820073
"214","Gr4",3.24715498698138
"215","Gr4",4.53429172300768
"216","Gr4",2.38557519934434
"217","Gr4",5.46738983334298
"218","Gr4",5.450320555253
"219","Gr4",3.20084573263081
"220","Gr4",4.1362457817398
"221","Gr4",4.18339758529958
"222","Gr4",2.82808919126604
"223","Gr4",2.93782736749631
"224","Gr4",3.93000588222663
"225","Gr4",4.90170885407483
"226","Gr4",4.11956850116651
"227","Gr4",1.87774459568265
"228","Gr4",3.57910923386952
"229","Gr4",4.82478313899013
"230","Gr4",3.71493341790017
"231","Gr4",4.44765455316897
"232","Gr4",5.43538773067228
"233","Gr4",4.94769134454377
"234","Gr5",6.49089960663434
"235","Gr5",4.47701273240633
"236","Gr5",6.33226561578407
"237","Gr5",3.94761258964987
"238","Gr5",4.07931328812316
"239","Gr5",5.05884421043329
"240","Gr5",7.47377907179646
"241","Gr5",7.4812840874976
"242","Gr5",4.59622845349661
"243","Gr5",6.11803359845393
"244","Gr5",6.55785704836679
"245","Gr5",3.41251850274877
"246","Gr5",4.20623307305031
"247","Gr5",4.38971442345546
"248","Gr5",6.88849452981374
"249","Gr5",5.12409730539838
"250","Gr5",6.59244525722456
"251","Gr5",4.71918089864109
"252","Gr5",4.33144890552358
"253","Gr5",5.80358169057711
"254","Gr5",5.45674188642503
"255","Gr5",6.02782578725809
"256","Gr5",5.91060346671214
"257","Gr5",4.75682032026644
"258","Gr5",6.76869901808516
"259","Gr5",6.81473847714844
"260","Gr5",4.55937053932715
"261","Gr5",4.57693778579955
"262","Gr5",5.88230487517831
"263","Gr5",5.05303770966727
"264","Gr5",6.34946969895198
"265","Gr5",5.40348741235714
"266","Gr5",4.30060262519512
"267","Gr5",5.6001883902455
"268","Gr5",5.85050581484197
"269","Gr5",6.40022560550976
"270","Gr5",5.33228557228234
"271","Gr5",5.90788451321695
"272","Gr5",5.10568012745841
"273","Gr5",5.36495405841923
"274","Gr5",6.01935468845956
"275","Gr5",5.08046590158007
"276","Gr5",5.66851453706434
"277","Gr5",5.61714625536984
"278","Gr5",4.6008614562039
"279","Gr5",6.79057531210548
"280","Gr5",5.23912607030839
"281","Gr5",6.4898075507251
"282","Gr5",6.27256369993064
"283","Gr5",3.78287252938199
"284","Gr5",6.08035887822452
"285","Gr5",5.39720422206426
"286","Gr5",6.39533026946019
"287","Gr5",6.48346800412191
"288","Gr5",6.9095020216726
